file_path,feature_path,emotion,speaker_id,raw_emotion,original_folder,dataset
../../dataset\OAF_happy\OAF_tip_happy.wav,processed_data\oaf_happiness_OAF_tip_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_lot_ps.wav,processed_data\oaf_surprise_OAF_lot_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_disgust\OAF_puff_disgust.wav,processed_data\oaf_disgust_OAF_puff_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_half_disgust.wav,processed_data\oaf_disgust_OAF_half_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_phone_disgust.wav,processed_data\oaf_disgust_OAF_phone_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Pleasant_surprise\OAF_thin_ps.wav,processed_data\oaf_surprise_OAF_thin_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Fear\OAF_note_fear.wav,processed_data\oaf_fear_OAF_note_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_happy\OAF_dog_happy.wav,processed_data\oaf_happiness_OAF_dog_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_sail_ps.wav,processed_data\oaf_surprise_OAF_sail_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_happy\OAF_calm_happy.wav,processed_data\oaf_happiness_OAF_calm_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_neutral\OAF_sure_neutral.wav,processed_data\oaf_neutral_OAF_sure_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_neutral\OAF_which_neutral.wav,processed_data\oaf_neutral_OAF_which_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Sad\OAF_cab_sad.wav,processed_data\oaf_sadness_OAF_cab_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_love_fear.wav,processed_data\oaf_fear_OAF_love_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_life_angry.wav,processed_data\oaf_anger_OAF_life_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Pleasant_surprise\OAF_raise_ps.wav,processed_data\oaf_surprise_OAF_raise_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_neutral\YAF_south_neutral.wav,processed_data\yaf_neutral_YAF_south_neutral.npy,neutral,yaf,neutral,YAF_neutral,TESS
../../dataset\OAF_disgust\OAF_talk_disgust.wav,processed_data\oaf_disgust_OAF_talk_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_hush_disgust.wav,processed_data\oaf_disgust_OAF_hush_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_limb_disgust.wav,processed_data\oaf_disgust_OAF_limb_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\YAF_pleasant_surprised\YAF_rain_ps.wav,processed_data\yaf_surprise_YAF_rain_ps.npy,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,TESS
../../dataset\OAF_disgust\OAF_soup_disgust.wav,processed_data\oaf_disgust_OAF_soup_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_angry\OAF_half_angry.wav,processed_data\oaf_anger_OAF_half_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Pleasant_surprise\OAF_talk_ps.wav,processed_data\oaf_surprise_OAF_talk_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_book_sad.wav,processed_data\oaf_sadness_OAF_book_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Pleasant_surprise\OAF_size_ps.wav,processed_data\oaf_surprise_OAF_size_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_disgust\YAF_shack_disgust.wav,processed_data\yaf_disgust_YAF_shack_disgust.npy,disgust,yaf,disgust,YAF_disgust,TESS
../../dataset\OAF_neutral\OAF_pearl_neutral.wav,processed_data\oaf_neutral_OAF_pearl_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_neutral\OAF_fail_neutral.wav,processed_data\oaf_neutral_OAF_fail_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_disgust\OAF_cheek_disgust.wav,processed_data\oaf_disgust_OAF_cheek_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_angry\OAF_note_angry.wav,processed_data\oaf_anger_OAF_note_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_happy\OAF_goal_happy.wav,processed_data\oaf_happiness_OAF_goal_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_neutral\OAF_book_neutral.wav,processed_data\oaf_neutral_OAF_book_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_angry\OAF_tip_angry.wav,processed_data\oaf_anger_OAF_tip_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\YAF_fear\YAF_mode_fear.wav,processed_data\yaf_fear_YAF_mode_fear.npy,fear,yaf,fear,YAF_fear,TESS
../../dataset\OAF_happy\OAF_lean_happy.wav,processed_data\oaf_happiness_OAF_lean_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Sad\OAF_gap_sad.wav,processed_data\oaf_sadness_OAF_gap_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_haze_sad.wav,processed_data\oaf_sadness_OAF_haze_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_chalk_angry.wav,processed_data\oaf_anger_OAF_chalk_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_choice_fear.wav,processed_data\oaf_fear_OAF_choice_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Sad\OAF_bone_sad.wav,processed_data\oaf_sadness_OAF_bone_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_lid_disgust.wav,processed_data\oaf_disgust_OAF_lid_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Fear\OAF_death_fear.wav,processed_data\oaf_fear_OAF_death_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Pleasant_surprise\OAF_bar_ps.wav,processed_data\oaf_surprise_OAF_bar_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_whip_sad.wav,processed_data\oaf_sadness_OAF_whip_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_late_sad.wav,processed_data\oaf_sadness_OAF_late_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_dip_angry.wav,processed_data\oaf_anger_OAF_dip_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_hall_sad.wav,processed_data\oaf_sadness_OAF_hall_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_bought_disgust.wav,processed_data\oaf_disgust_OAF_bought_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Fear\OAF_far_fear.wav,processed_data\oaf_fear_OAF_far_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_happy\OAF_boat_happy.wav,processed_data\oaf_happiness_OAF_boat_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_disgust\YAF_live_disgust.wav,processed_data\yaf_disgust_YAF_live_disgust.npy,disgust,yaf,disgust,YAF_disgust,TESS
../../dataset\OAF_disgust\OAF_came_disgust.wav,processed_data\oaf_disgust_OAF_came_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Pleasant_surprise\OAF_page_ps.wav,processed_data\oaf_surprise_OAF_page_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_gun_sad.wav,processed_data\oaf_sadness_OAF_gun_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_neutral\OAF_mop_neutral.wav,processed_data\oaf_neutral_OAF_mop_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_disgust\OAF_pool_disgust.wav,processed_data\oaf_disgust_OAF_pool_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_happy\OAF_pike_happy.wav,processed_data\oaf_happiness_OAF_pike_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_neutral\OAF_bath_neutral.wav,processed_data\oaf_neutral_OAF_bath_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_angry\OAF_wheat_angry.wav,processed_data\oaf_anger_OAF_wheat_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_knock_fear.wav,processed_data\oaf_fear_OAF_knock_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_disgust\OAF_rot_disgust.wav,processed_data\oaf_disgust_OAF_rot_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_met_neutral.wav,processed_data\oaf_neutral_OAF_met_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_angry\OAF_seize_angry.wav,processed_data\oaf_anger_OAF_seize_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_laud_fear.wav,processed_data\oaf_fear_OAF_laud_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_disgust\OAF_south_disgust.wav,processed_data\oaf_disgust_OAF_south_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_angry\OAF_learn_angry.wav,processed_data\oaf_anger_OAF_learn_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_happy\OAF_take_happy.wav,processed_data\oaf_happiness_OAF_take_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Fear\OAF_life_fear.wav,processed_data\oaf_fear_OAF_life_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_get_angry.wav,processed_data\oaf_anger_OAF_get_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_join_fear.wav,processed_data\oaf_fear_OAF_join_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\YAF_disgust\YAF_page_disgust.wav,processed_data\yaf_disgust_YAF_page_disgust.npy,disgust,yaf,disgust,YAF_disgust,TESS
../../dataset\OAF_angry\OAF_shout_angry.wav,processed_data\oaf_anger_OAF_shout_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_dog_sad.wav,processed_data\oaf_sadness_OAF_dog_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_check_sad.wav,processed_data\oaf_sadness_OAF_check_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\YAF_neutral\YAF_keg_neutral.wav,processed_data\yaf_neutral_YAF_keg_neutral.npy,neutral,yaf,neutral,YAF_neutral,TESS
../../dataset\OAF_Sad\OAF_gin_sad.wav,processed_data\oaf_sadness_OAF_gin_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_neutral\OAF_puff_neutral.wav,processed_data\oaf_neutral_OAF_puff_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Sad\OAF_page_sad.wav,processed_data\oaf_sadness_OAF_page_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\YAF_pleasant_surprised\YAF_bar_ps.wav,processed_data\yaf_surprise_YAF_bar_ps.npy,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,TESS
../../dataset\OAF_Sad\OAF_rain_sad.wav,processed_data\oaf_sadness_OAF_rain_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_turn_angry.wav,processed_data\oaf_anger_OAF_turn_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Pleasant_surprise\OAF_late_ps.wav,processed_data\oaf_surprise_OAF_late_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Fear\OAF_mop_fear.wav,processed_data\oaf_fear_OAF_mop_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Sad\OAF_read_sad.wav,processed_data\oaf_sadness_OAF_read_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_tape_fear.wav,processed_data\oaf_fear_OAF_tape_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Fear\OAF_vote_fear.wav,processed_data\oaf_fear_OAF_vote_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_neutral\OAF_ripe_neutral.wav,processed_data\oaf_neutral_OAF_ripe_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_disgust\OAF_sure_disgust.wav,processed_data\oaf_disgust_OAF_sure_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Pleasant_surprise\OAF_take_ps.wav,processed_data\oaf_surprise_OAF_take_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Fear\OAF_date_fear.wav,processed_data\oaf_fear_OAF_date_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Sad\OAF_hire_sad.wav,processed_data\oaf_sadness_OAF_hire_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_learn_sad.wav,processed_data\oaf_sadness_OAF_learn_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_search_disgust.wav,processed_data\oaf_disgust_OAF_search_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Pleasant_surprise\OAF_numb_ps.wav,processed_data\oaf_surprise_OAF_numb_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_sad\YAF_mop_sad.wav,processed_data\yaf_sadness_YAF_mop_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\OAF_Fear\OAF_road_fear.wav,processed_data\oaf_fear_OAF_road_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Fear\OAF_wag_fear.wav,processed_data\oaf_fear_OAF_wag_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\YAF_sad\YAF_lose_sad.wav,processed_data\yaf_sadness_YAF_lose_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\OAF_Sad\OAF_walk_sad.wav,processed_data\oaf_sadness_OAF_walk_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_happy\OAF_jug_happy.wav,processed_data\oaf_happiness_OAF_jug_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_sad\YAF_wife_sad.wav,processed_data\yaf_sadness_YAF_wife_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\OAF_happy\OAF_soap_happy.wav,processed_data\oaf_happiness_OAF_soap_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_disgust\OAF_food_disgust.wav,processed_data\oaf_disgust_OAF_food_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_take_neutral.wav,processed_data\oaf_neutral_OAF_take_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_happy\OAF_bought_happy.wav,processed_data\oaf_happiness_OAF_bought_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_neutral\YAF_fail_neutral.wav,processed_data\yaf_neutral_YAF_fail_neutral.npy,neutral,yaf,neutral,YAF_neutral,TESS
../../dataset\OAF_neutral\OAF_kick_neutral.wav,processed_data\oaf_neutral_OAF_kick_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Sad\OAF_pass_sad.wav,processed_data\oaf_sadness_OAF_pass_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_nice_disgust.wav,processed_data\oaf_disgust_OAF_nice_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Fear\OAF_doll_fear.wav,processed_data\oaf_fear_OAF_doll_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\YAF_neutral\YAF_hate_neutral.wav,processed_data\yaf_neutral_YAF_hate_neutral.npy,neutral,yaf,neutral,YAF_neutral,TESS
../../dataset\OAF_happy\OAF_check_happy.wav,processed_data\oaf_happiness_OAF_check_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_disgust\OAF_nag_disgust.wav,processed_data\oaf_disgust_OAF_nag_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Fear\OAF_dime_fear.wav,processed_data\oaf_fear_OAF_dime_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_disgust\OAF_third_disgust.wav,processed_data\oaf_disgust_OAF_third_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_tip_neutral.wav,processed_data\oaf_neutral_OAF_tip_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_angry\OAF_voice_angry.wav,processed_data\oaf_anger_OAF_voice_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_tire_fear.wav,processed_data\oaf_fear_OAF_tire_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Fear\OAF_said_fear.wav,processed_data\oaf_fear_OAF_said_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_happy\OAF_walk_happy.wav,processed_data\oaf_happiness_OAF_walk_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_fear\YAF_mess_fear.wav,processed_data\yaf_fear_YAF_mess_fear.npy,fear,yaf,fear,YAF_fear,TESS
../../dataset\OAF_disgust\OAF_make_disgust.wav,processed_data\oaf_disgust_OAF_make_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Fear\OAF_young_fear.wav,processed_data\oaf_fear_OAF_young_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Fear\OAF_hit_fear.wav,processed_data\oaf_fear_OAF_hit_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Pleasant_surprise\OAF_goal_ps.wav,processed_data\oaf_surprise_OAF_goal_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_happy\OAF_wife_happy.wav,processed_data\oaf_happiness_OAF_wife_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_disgust\OAF_tool_disgust.wav,processed_data\oaf_disgust_OAF_tool_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\YAF_sad\YAF_rain_sad.wav,processed_data\yaf_sadness_YAF_rain_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\OAF_angry\OAF_pool_angry.wav,processed_data\oaf_anger_OAF_pool_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Pleasant_surprise\OAF_chalk_ps.wav,processed_data\oaf_surprise_OAF_chalk_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_chief_ps.wav,processed_data\oaf_surprise_OAF_chief_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_disgust\OAF_shout_disgust.wav,processed_data\oaf_disgust_OAF_shout_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Sad\OAF_moon_sad.wav,processed_data\oaf_sadness_OAF_moon_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_book_disgust.wav,processed_data\oaf_disgust_OAF_book_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_angry\OAF_rose_angry.wav,processed_data\oaf_anger_OAF_rose_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Pleasant_surprise\OAF_shout_ps.wav,processed_data\oaf_surprise_OAF_shout_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_keg_ps.wav,processed_data\oaf_surprise_OAF_keg_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_mill_ps.wav,processed_data\oaf_surprise_OAF_mill_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_keen_sad.wav,processed_data\oaf_sadness_OAF_keen_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_happy\OAF_vine_happy.wav,processed_data\oaf_happiness_OAF_vine_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_happy\OAF_mood_happy.wav,processed_data\oaf_happiness_OAF_mood_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_have_ps.wav,processed_data\oaf_surprise_OAF_have_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_happy\YAF_hate_happy.wav,processed_data\yaf_happiness_YAF_hate_happy.npy,happiness,yaf,happy,YAF_happy,TESS
../../dataset\OAF_angry\OAF_bought_angry.wav,processed_data\oaf_anger_OAF_bought_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_neutral\OAF_cheek_neutral.wav,processed_data\oaf_neutral_OAF_cheek_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_disgust\OAF_lean_disgust.wav,processed_data\oaf_disgust_OAF_lean_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_lore_disgust.wav,processed_data\oaf_disgust_OAF_lore_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Sad\OAF_raise_sad.wav,processed_data\oaf_sadness_OAF_raise_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_third_fear.wav,processed_data\oaf_fear_OAF_third_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_raid_angry.wav,processed_data\oaf_anger_OAF_raid_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_disgust\OAF_pick_disgust.wav,processed_data\oaf_disgust_OAF_pick_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_chat_neutral.wav,processed_data\oaf_neutral_OAF_chat_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Pleasant_surprise\OAF_ton_ps.wav,processed_data\oaf_surprise_OAF_ton_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_nag_sad.wav,processed_data\oaf_sadness_OAF_nag_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_lease_sad.wav,processed_data\oaf_sadness_OAF_lease_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Pleasant_surprise\OAF_knock_ps.wav,processed_data\oaf_surprise_OAF_knock_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_disgust\YAF_limb_disgust.wav,processed_data\yaf_disgust_YAF_limb_disgust.npy,disgust,yaf,disgust,YAF_disgust,TESS
../../dataset\OAF_happy\OAF_near_happy.wav,processed_data\oaf_happiness_OAF_near_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_angry\OAF_soup_angry.wav,processed_data\oaf_anger_OAF_soup_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_ditch_sad.wav,processed_data\oaf_sadness_OAF_ditch_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_page_fear.wav,processed_data\oaf_fear_OAF_page_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Sad\OAF_cheek_sad.wav,processed_data\oaf_sadness_OAF_cheek_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_witch_angry.wav,processed_data\oaf_anger_OAF_witch_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_rag_sad.wav,processed_data\oaf_sadness_OAF_rag_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_walk_fear.wav,processed_data\oaf_fear_OAF_walk_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Fear\OAF_bought_fear.wav,processed_data\oaf_fear_OAF_bought_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_make_angry.wav,processed_data\oaf_anger_OAF_make_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_happy\OAF_week_happy.wav,processed_data\oaf_happiness_OAF_week_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_home_ps.wav,processed_data\oaf_surprise_OAF_home_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_angry\OAF_size_angry.wav,processed_data\oaf_anger_OAF_size_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_chat_fear.wav,processed_data\oaf_fear_OAF_chat_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Pleasant_surprise\OAF_perch_ps.wav,processed_data\oaf_surprise_OAF_perch_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Fear\OAF_king_fear.wav,processed_data\oaf_fear_OAF_king_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_happy\OAF_lot_happy.wav,processed_data\oaf_happiness_OAF_lot_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_kite_ps.wav,processed_data\oaf_surprise_OAF_kite_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_keep_ps.wav,processed_data\oaf_surprise_OAF_keep_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Fear\OAF_germ_fear.wav,processed_data\oaf_fear_OAF_germ_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Pleasant_surprise\OAF_peg_ps.wav,processed_data\oaf_surprise_OAF_peg_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
