PCA_1,PCA_2,Emotion
-0.18972038,-0.0057376497,fear
-0.11614837,-0.029820703,happiness
0.020726442,-0.11294169,anger
-0.039087452,0.002833739,disgust
1.3987507,0.5604975,anger
1.2943923,0.12661585,surprise
-0.19201942,-0.13409713,anger
-0.15720354,-0.00156352,surprise
0.0402731,-0.047203846,disgust
-0.25172606,0.023801494,anger
-0.22671278,0.08064332,sadness
-0.19077465,0.059510432,anger
0.06443113,0.114748135,neutral
-0.035597842,0.13985588,sadness
1.3701444,-0.16284399,surprise
-0.13381214,0.10223985,disgust
-0.18972039,-0.005737648,anger
-0.19313543,-0.0065194285,disgust
-0.22545178,0.15523802,sadness
0.13320646,-0.22161353,sadness
-0.08747173,0.028204007,neutral
0.9371299,-0.08638196,anger
-0.14054504,0.071025856,anger
-0.24233349,0.10525713,fear
-0.1630876,-0.061544582,neutral
0.15776278,0.4803294,happiness
-0.14790878,0.030334327,sadness
-0.16605705,-0.06288767,anger
0.010141698,-0.104889154,neutral
0.012260571,-0.054196976,happiness
0.10166203,-0.08243532,neutral
-0.10980303,0.061782073,anger
-0.16963507,0.027563183,sadness
-0.03646976,0.097877346,disgust
-0.16321677,0.01353682,sadness
-0.17497143,-0.01001414,fear
0.06189526,-0.23877138,happiness
-0.1913105,0.13300242,anger
-0.14759868,0.09253679,surprise
-0.16605705,-0.06288767,sadness
-0.073141605,-0.045471333,fear
-0.14479552,0.12164916,anger
0.15181008,-0.08733938,neutral
0.75228137,-0.29736015,disgust
0.75228167,-0.29736018,neutral
-0.25172612,0.0238015,happiness
-0.17358081,0.05725028,fear
0.0050593847,-0.17136382,fear
0.07951399,0.33200413,fear
-0.12735017,0.11768453,fear
-0.1630876,-0.061544582,sadness
-0.06714862,-0.061702095,anger
-0.002773034,-0.19741733,sadness
-0.13726649,0.16583748,sadness
-0.24517976,0.115763634,anger
-0.21254773,0.05006373,fear
-0.14871307,0.055531166,surprise
-0.023803443,0.012653584,fear
0.06443113,0.114748135,fear
-0.20235099,0.023059448,anger
-0.14479552,0.12164916,happiness
-0.07185306,-0.018697284,sadness
-0.12735017,0.11768453,surprise
0.39394477,0.2938658,sadness
0.040816266,-0.15761077,happiness
-0.051039845,-0.022956157,sadness
-0.2239874,0.12175038,surprise
-0.13947608,-0.013115569,disgust
-0.11426699,-6.95266e-06,fear
-0.24233349,0.10525713,happiness
0.16369174,0.1314596,disgust
-0.06371401,-0.031273935,sadness
-0.2176967,0.17735697,disgust
-0.17119433,0.11630154,surprise
0.021124661,-0.04104185,neutral
-0.00089622947,0.04212276,surprise
-0.19201937,-0.13409713,fear
-0.14562523,-0.077927686,surprise
0.017637048,-0.009839925,neutral
-0.17358074,0.057250258,sadness
-0.053079505,0.074426234,fear
-0.040584948,-0.082560055,fear
-0.10187143,0.032514997,disgust
0.29157788,0.40231165,neutral
-0.26028797,0.05350464,sadness
-0.07185306,-0.018697284,anger
-0.018134672,0.072213344,neutral
-0.19077465,0.059510432,happiness
-0.15720354,-0.00156352,fear
0.05467562,0.21102148,neutral
-0.19313544,-0.0065194354,neutral
-0.26028797,0.05350464,happiness
-0.03971497,0.116233416,anger
-0.2079152,-0.06815953,neutral
0.07615857,-0.10653377,neutral
-0.21006653,0.10832104,disgust
-0.070683554,0.12165723,happiness
-0.02728575,-0.017319797,fear
-0.21037093,0.14433596,sadness
0.065488406,-0.12445485,happiness
-0.17045559,-0.050424084,sadness
0.29157785,0.40231162,sadness
0.021124663,-0.041041844,surprise
-0.10058587,0.060412493,disgust
-0.2590952,0.13469857,disgust
-0.17358105,0.05724956,happiness
-0.11465799,-0.06708038,surprise
