PCA_1,PCA_2,Emotion
0.10577568,1.6298352,sadness
2.1819358,1.7171082,neutral
-0.7547722,0.38933262,anger
-0.4136611,0.82299656,anger
1.7337608,-2.6108985,fear
1.2293404,1.8932587,neutral
-0.09514919,0.011837928,happiness
-0.6727204,1.4694457,sadness
-0.6271894,0.6324392,anger
2.1942227,1.8949544,neutral
0.15514782,-0.2103706,happiness
1.0130054,1.8978153,neutral
-0.24147129,0.83721507,anger
-0.31246704,1.6174239,sadness
-2.8476286,-0.56743026,disgust
-0.07067886,1.3831786,sadness
1.450176,-2.4290705,fear
-0.1539835,-0.14774038,happiness
-0.37046114,0.99247926,anger
-0.30805296,-0.53133893,surprise
-0.026735947,1.6270142,sadness
1.7132589,-2.4973097,fear
-0.3674356,1.0011379,anger
1.4003445,2.0063925,neutral
-3.3073971,-0.99745584,disgust
2.3071818,1.6252068,neutral
-0.23862912,-0.00043280155,happiness
1.8457989,-2.3757973,fear
0.8846167,-1.4908036,fear
1.6624956,-2.4924161,fear
1.8413872,-2.539339,fear
-0.37349287,1.3814236,sadness
-0.20276308,0.7833227,anger
-0.6846005,1.7645196,sadness
-0.22682823,1.1985276,sadness
-0.43568116,0.9235473,anger
2.1053283,-2.8656886,fear
0.08192452,-0.12826878,surprise
1.5394505,-2.462867,fear
1.8831038,-2.637188,fear
-0.7368653,1.0206598,anger
0.2721986,-0.37979528,happiness
-0.28073266,1.3886243,sadness
0.15493871,-0.6139766,surprise
-0.45698652,0.9914059,sadness
-0.2317444,-0.2727834,happiness
-0.09543311,1.5168605,sadness
0.0027924592,-0.45344844,surprise
-2.9108849,-0.59097093,disgust
1.9669434,-2.7872226,fear
0.084725134,-0.26095456,happiness
-2.8605363,-0.8963371,disgust
-0.47082916,1.3538427,sadness
-2.7602293,-0.62407106,disgust
0.33078083,-0.35816506,surprise
1.8339597,2.0548093,neutral
0.7370777,-0.6150431,surprise
1.5322894,-2.4096484,fear
0.050259285,-0.25363794,surprise
1.6401184,2.0294137,neutral
-0.47808692,1.2199705,sadness
1.7586721,-2.47635,fear
2.0440197,-2.7138448,fear
-3.5029407,-0.72744745,disgust
2.1917508,1.8327813,neutral
-0.32997298,1.6967047,sadness
-0.061939646,0.83966064,anger
2.1232784,1.9277675,neutral
-0.23259723,0.09914371,happiness
1.4612339,-2.1075547,fear
1.8785481,1.8772914,neutral
1.5136968,1.8557659,neutral
-0.32296523,-0.15088367,happiness
-0.19217043,0.48166755,anger
1.8076535,1.9442225,neutral
1.6851183,1.8600998,neutral
-2.5323567,-0.69532233,disgust
0.2860268,-0.2475699,happiness
1.9653356,-2.9087322,fear
-0.23916638,1.4645562,sadness
-0.057091035,-0.17694512,happiness
-0.354996,1.7749201,sadness
-0.36531773,1.4899209,sadness
0.19845968,-0.4765726,surprise
-3.038119,-0.94045776,disgust
-2.706538,-1.0738064,disgust
0.030284604,0.1813973,happiness
0.25647292,-0.26256105,surprise
